0.000000000000000000e+00 4.054111407121385735e-01
6.289474781961547356e-03 -2.662427828469853819e-01
1.257894956392309471e-02 1.495267690019004503e+00
1.886842434588464207e-02 1.476672253603299012e+00
2.515789912784618942e-02 8.719452532446119175e-01
3.144737390980773678e-02 1.869939570609602253e-03
3.773684869176928414e-02 -2.898892328667113105e-01
4.402632347373083149e-02 1.058624524312179460e+00
5.031579825569237885e-02 6.332514534650011129e-01
5.660527303765392620e-02 -2.733239979492788629e-01
6.289474781961547356e-02 1.181909472626807345e+00
6.918422260157702786e-02 -3.172523850054680405e-01
7.547369738353856827e-02 1.170980956092980252e+00
8.176317216550010869e-02 8.711901755623834287e-01
8.805264694746166299e-02 6.385267682925344079e-01
9.434212172942321728e-02 1.096550690625724300e+00
1.006315965113847577e-01 1.532856635846317594e+00
1.069210712933462981e-01 1.809258239656795775e-01
1.132105460753078524e-01 1.270616607262361253e+00
1.195000208572694067e-01 1.152038584255955067e+00
1.257894956392309471e-01 9.783570381199255817e-01
1.320789704211924875e-01 9.607934065001330071e-01
1.383684452031540557e-01 -2.621640774840616750e-02
1.446579199851155961e-01 1.399310665054335212e+00
1.509473947670771365e-01 -1.889322094533135155e-01
1.572368695490386770e-01 1.339736846499743672e+00
1.635263443310002174e-01 1.309799503711151392e+00
1.698158191129617856e-01 9.733504031346605911e-01
1.761052938949233260e-01 1.511223050344483232e+00
1.823947686768848664e-01 1.552315571529494953e+00
1.886842434588464346e-01 1.000498607311107957e+00
1.949737182408079750e-01 8.568359560521290330e-01
2.012631930227695154e-01 1.350546444656229417e+00
2.075526678047310558e-01 -1.560881815055928934e-01
2.138421425866925962e-01 -1.948984016736545755e-01
2.201316173686541644e-01 8.157077410059887512e-02
2.264210921506157048e-01 -2.142960535162073965e-01
2.327105669325772452e-01 1.613482647140669579e+00
2.390000417145388134e-01 -2.414735962988601159e-02
2.452895164965003538e-01 -2.315528880298445280e-01
2.515789912784618942e-01 5.000725626485149622e-01
2.578684660604234624e-01 4.854607319677539112e-01
2.641579408423849751e-01 8.900723707886185609e-01
2.704474156243465433e-01 3.984879285453548636e-01
2.767368904063081114e-01 1.421700011663698637e+00
2.830263651882696241e-01 5.343009177924739062e-01
2.893158399702311923e-01 1.262366939780727115e+00
2.956053147521927049e-01 7.995799295834790099e-01
3.018947895341542731e-01 8.855235147248075034e-01
3.081842643161158413e-01 2.012227363170362437e-01
3.144737390980773539e-01 1.164357587307830677e+00
3.207632138800389221e-01 1.329049192107261135e+00
3.270526886620004348e-01 1.284358057928309815e-01
3.333421634439620029e-01 -1.386281676245337824e-02
3.396316382259235711e-01 1.051631786157978921e+00
3.459211130078850838e-01 1.369000122487646909e-01
3.522105877898466519e-01 1.329866665112928947e+00
3.585000625718082201e-01 8.269253526326182380e-01
3.647895373537697328e-01 9.571344046562884067e-01
3.710790121357313009e-01 9.967547998235963824e-01
3.773684869176928691e-01 1.018663081552345195e+00
3.836579616996543818e-01 -3.047772202777286887e-01
3.899474364816159500e-01 7.026208194824925535e-01
3.962369112635774626e-01 6.304134157762211199e-01
4.025263860455390308e-01 1.209588627145822937e+00
4.088158608275005990e-01 -2.340129286568252143e-01
4.151053356094621116e-01 8.725857342920091408e-01
4.213948103914236798e-01 -6.006268794712643633e-02
4.276842851733851925e-01 2.819811173943990168e-01
4.339737599553467606e-01 4.670899508720673943e-01
4.402632347373083288e-01 -8.136112987011929754e-01
4.465527095192698415e-01 9.675359191454158125e-01
4.528421843012314096e-01 -6.659018974623758247e-01
4.591316590831929778e-01 1.533527894961796978e-01
4.654211338651544905e-01 1.085714367338282749e+00
4.717106086471160586e-01 3.486278481388985773e-01
4.780000834290776268e-01 3.650012324790239404e-01
4.842895582110391395e-01 -4.068676765789384087e-01
4.905790329930007077e-01 -4.620355599494565535e-01
4.968685077749622203e-01 -3.563196740864804646e-02
5.031579825569237885e-01 -2.492888496205416526e-01
5.094474573388853011e-01 -3.611614079245180076e-01
5.157369321208469248e-01 9.009220722930968428e-01
5.220264069028084375e-01 -3.272110081659951319e-02
5.283158816847699502e-01 -5.928546896152036005e-01
5.346053564667315738e-01 -7.309569415694803229e-01
5.408948312486930865e-01 -5.671682610266108870e-01
5.471843060306545992e-01 -9.407180167998032694e-01
5.534737808126162228e-01 -9.435234078566043792e-01
5.597632555945777355e-01 -7.281628335807643904e-01
