0.000000000000000000e+00 -3.600240460529657849e-01
6.289474781961547356e-03 7.846788352083147178e-01
1.257894956392309471e-02 1.047482736149016436e+00
1.886842434588464207e-02 -1.522351498812614112e-01
2.515789912784618942e-02 -7.457813715994371373e-02
3.144737390980773678e-02 -1.259368053630011142e-02
3.773684869176928414e-02 3.306043786935277673e-01
4.402632347373083149e-02 1.095181190886777678e+00
5.031579825569237885e-02 1.418669017803736665e+00
5.660527303765392620e-02 5.344863054440890382e-01
6.289474781961547356e-02 1.330217125327496586e+00
6.918422260157702786e-02 -1.850894577125905549e-02
7.547369738353856827e-02 6.785800289789527540e-01
8.176317216550010869e-02 8.810727910846376520e-01
8.805264694746166299e-02 7.671284786964462921e-01
9.434212172942321728e-02 -4.067420635375995630e-02
1.006315965113847577e-01 1.584884996397662338e+00
1.069210712933462981e-01 7.579479627285387044e-01
1.132105460753078524e-01 6.102618900080584163e-01
1.195000208572694067e-01 1.499046415360186790e+00
1.257894956392309471e-01 9.952843064937157980e-01
1.320789704211924875e-01 -2.569778185463332809e-01
1.383684452031540557e-01 -1.818559492922271481e-01
1.446579199851155961e-01 9.955822432287451118e-01
1.509473947670771365e-01 -5.261283268316280237e-02
1.572368695490386770e-01 1.710069251577319704e-01
1.635263443310002174e-01 1.018544477259372361e+00
1.698158191129617856e-01 1.547883274503254025e+00
1.761052938949233260e-01 6.230819589475218301e-01
1.823947686768848664e-01 7.854101601876919414e-01
1.886842434588464346e-01 4.692348599838026546e-01
1.949737182408079750e-01 9.884624805663413394e-01
2.012631930227695154e-01 6.499189332111534601e-01
2.075526678047310558e-01 8.119503280221430641e-01
2.138421425866925962e-01 -8.578733070649313674e-02
2.201316173686541644e-01 1.285244757122007586e+00
2.264210921506157048e-01 8.705846580544202018e-01
2.327105669325772452e-01 7.168834770400160927e-01
2.390000417145388134e-01 9.035920555540692956e-01
2.452895164965003538e-01 -1.495307244814552128e-01
2.515789912784618942e-01 4.203594802266454877e-01
2.578684660604234624e-01 -2.274290696008128276e-01
2.641579408423849751e-01 -1.559471362758931834e-01
2.704474156243465433e-01 6.294561446754181055e-01
2.767368904063081114e-01 1.847312428691962327e-01
2.830263651882696241e-01 1.502964712757393073e+00
2.893158399702311923e-01 5.350975385869456424e-01
2.956053147521927049e-01 -1.906204775071810298e-01
3.018947895341542731e-01 1.095781818527784557e+00
3.081842643161158413e-01 -5.470347583351586884e-02
3.144737390980773539e-01 1.426154999670428136e-01
3.207632138800389221e-01 1.433664388911843002e+00
3.270526886620004348e-01 -1.226563862920828640e-01
3.333421634439620029e-01 1.016538448970149222e+00
